depth	ratio(N/Ti)
1.5324e-06	0.489957
1.5326e-06	0.489693
1.5328e-06	0.489429
1.533e-06	0.489165
1.5332e-06	0.488901
1.5334e-06	0.488638
1.5336e-06	0.488374
1.5338e-06	0.48811
1.534e-06	0.487846
1.5342e-06	0.487582
1.5344e-06	0.487318
1.5346e-06	0.487055
1.5348e-06	0.486791
1.535e-06	0.486527
1.5352e-06	0.486263
1.5354e-06	0.485999
1.5356e-06	0.485735
1.5358e-06	0.485471
1.536e-06	0.485207
1.5362e-06	0.484944
1.5364e-06	0.48468
1.5366e-06	0.484416
1.5368e-06	0.484152
1.537e-06	0.483888
1.5372e-06	0.483624
1.5374e-06	0.48336
1.5376e-06	0.483096
1.5378e-06	0.482832
1.538e-06	0.482568
1.5382e-06	0.482304
1.5384e-06	0.482041
1.5386e-06	0.481777
1.5388e-06	0.481513
1.539e-06	0.481249
1.5392e-06	0.480985
1.5394e-06	0.480721
1.5396e-06	0.480457
1.5398e-06	0.480193
1.54e-06	0.479929
1.5402e-06	0.479665
1.5404e-06	0.479401
1.5406e-06	0.479137
1.5408e-06	0.478873
1.541e-06	0.478609
1.5412e-06	0.478345
1.5414e-06	0.478082
1.5416e-06	0.477818
1.5418e-06	0.477554
1.542e-06	0.47729
1.5422e-06	0.477026
1.5424e-06	0.476762
1.5426e-06	0.476498
1.5428e-06	0.476234
1.543e-06	0.47597
1.5432e-06	0.475706
1.5434e-06	0.475442
1.5436e-06	0.475178
1.5438e-06	0.474914
1.544e-06	0.47465
1.5442e-06	0.474387
1.5444e-06	0.474123
1.5446e-06	0.473859
1.5448e-06	0.473595
1.545e-06	0.473331
1.5452e-06	0.473067
1.5454e-06	0.472803
1.5456e-06	0.472539
1.5458e-06	0.472275
1.546e-06	0.472011
1.5462e-06	0.471748
1.5464e-06	0.471484
1.5466e-06	0.47122
1.5468e-06	0.470956
1.547e-06	0.470692
1.5472e-06	0.470428
1.5474e-06	0.470164
1.5476e-06	0.469901
1.5478e-06	0.469637
1.548e-06	0.469373
1.5482e-06	0.469109
1.5484e-06	0.468845
1.5486e-06	0.468581
1.5488e-06	0.468318
1.549e-06	0.468054
1.5492e-06	0.46779
1.5494e-06	0.467526
1.5496e-06	0.467262
1.5498e-06	0.466999
1.55e-06	0.466735
1.5502e-06	0.466471
1.5504e-06	0.466207
1.5506e-06	0.465944
1.5508e-06	0.46568
1.551e-06	0.465416
1.5512e-06	0.465152
1.5514e-06	0.464889
1.5516e-06	0.464625
1.5518e-06	0.464361
1.552e-06	0.464097
1.5522e-06	0.463834
1.5524e-06	0.46357
1.5526e-06	0.463306
1.5528e-06	0.463043
1.553e-06	0.462779
1.5532e-06	0.462515
1.5534e-06	0.462252
1.5536e-06	0.461988
1.5538e-06	0.461725
1.554e-06	0.461461
1.5542e-06	0.461197
1.5544e-06	0.460934
1.5546e-06	0.46067
1.5548e-06	0.460407
1.555e-06	0.460143
1.5552e-06	0.45988
1.5554e-06	0.459616
1.5556e-06	0.459353
1.5558e-06	0.459089
1.556e-06	0.458826
1.5562e-06	0.458562
1.5564e-06	0.458299
1.5566e-06	0.458035
1.5568e-06	0.457772
1.557e-06	0.457508
1.5572e-06	0.457245
1.5574e-06	0.456982
1.5576e-06	0.456718
1.5578e-06	0.456455
1.558e-06	0.456191
1.5582e-06	0.455928
1.5584e-06	0.455665
1.5586e-06	0.455401
1.5588e-06	0.455138
1.559e-06	0.454875
1.5592e-06	0.454612
1.5594e-06	0.454348
1.5596e-06	0.454085
1.5598e-06	0.453822
1.56e-06	0.453559
1.5602e-06	0.453295
1.5604e-06	0.453032
1.5606e-06	0.452769
1.5608e-06	0.452506
1.561e-06	0.452243
1.5612e-06	0.45198
1.5614e-06	0.451717
1.5616e-06	0.451453
1.5618e-06	0.45119
1.562e-06	0.450927
1.5622e-06	0.450664
1.5624e-06	0.450401
1.5626e-06	0.450138
1.5628e-06	0.449875
1.563e-06	0.449612
1.5632e-06	0.449349
1.5634e-06	0.449086
1.5636e-06	0.448824
1.5638e-06	0.448561
1.564e-06	0.448298
1.5642e-06	0.448035
1.5644e-06	0.447772
1.5646e-06	0.447509
1.5648e-06	0.447246
1.565e-06	0.446984
1.5652e-06	0.446721
1.5654e-06	0.446458
1.5656e-06	0.446195
1.5658e-06	0.445933
1.566e-06	0.44567
1.5662e-06	0.445407
1.5664e-06	0.445145
1.5666e-06	0.444882
1.5668e-06	0.444619
1.567e-06	0.444357
1.5672e-06	0.444094
1.5674e-06	0.443832
1.5676e-06	0.443569
1.5678e-06	0.443307
1.568e-06	0.443044
1.5682e-06	0.442782
1.5684e-06	0.442519
1.5686e-06	0.442257
1.5688e-06	0.441995
1.569e-06	0.441732
1.5692e-06	0.44147
1.5694e-06	0.441207
1.5696e-06	0.440945
1.5698e-06	0.440683
1.57e-06	0.440421
1.5702e-06	0.440158
1.5704e-06	0.439896
1.5706e-06	0.439634
1.5708e-06	0.439372
1.571e-06	0.43911
1.5712e-06	0.438848
1.5714e-06	0.438585
1.5716e-06	0.438323
1.5718e-06	0.438061
1.572e-06	0.437799
1.5722e-06	0.437537
1.5724e-06	0.437275
1.5726e-06	0.437013
1.5728e-06	0.436751
1.573e-06	0.43649
1.5732e-06	0.436228
1.5734e-06	0.435966
1.5736e-06	0.435704
1.5738e-06	0.435442
1.574e-06	0.43518
1.5742e-06	0.434919
1.5744e-06	0.434657
1.5746e-06	0.434395
1.5748e-06	0.434134
1.575e-06	0.433872
1.5752e-06	0.43361
1.5754e-06	0.433349
1.5756e-06	0.433087
1.5758e-06	0.432826
1.576e-06	0.432564
1.5762e-06	0.432303
1.5764e-06	0.432041
1.5766e-06	0.43178
1.5768e-06	0.431519
1.577e-06	0.431257
1.5772e-06	0.430996
1.5774e-06	0.430735
1.5776e-06	0.430473
1.5778e-06	0.430212
1.578e-06	0.429951
1.5782e-06	0.42969
1.5784e-06	0.429429
1.5786e-06	0.429167
1.5788e-06	0.428906
1.579e-06	0.428645
1.5792e-06	0.428384
1.5794e-06	0.428123
1.5796e-06	0.427862
1.5798e-06	0.427601
1.58e-06	0.42734
1.5802e-06	0.42708
1.5804e-06	0.426819
1.5806e-06	0.426558
1.5808e-06	0.426297
1.581e-06	0.426036
1.5812e-06	0.425776
1.5814e-06	0.425515
1.5816e-06	0.425254
1.5818e-06	0.424994
1.582e-06	0.424733
1.5822e-06	0.424472
1.5824e-06	0.424212
1.5826e-06	0.423951
1.5828e-06	0.423691
1.583e-06	0.42343
1.5832e-06	0.42317
1.5834e-06	0.42291
1.5836e-06	0.422649
1.5838e-06	0.422389
1.584e-06	0.422129
1.5842e-06	0.421869
1.5844e-06	0.421608
1.5846e-06	0.421348
1.5848e-06	0.421088
1.585e-06	0.420828
1.5852e-06	0.420568
1.5854e-06	0.420308
1.5856e-06	0.420048
1.5858e-06	0.419788
1.586e-06	0.419528
1.5862e-06	0.419268
1.5864e-06	0.419008
1.5866e-06	0.418749
1.5868e-06	0.418489
1.587e-06	0.418229
1.5872e-06	0.417969
1.5874e-06	0.41771
1.5876e-06	0.41745
1.5878e-06	0.41719
1.588e-06	0.416931
1.5882e-06	0.416671
1.5884e-06	0.416412
1.5886e-06	0.416152
1.5888e-06	0.415893
1.589e-06	0.415634
1.5892e-06	0.415374
1.5894e-06	0.415115
1.5896e-06	0.414856
1.5898e-06	0.414596
1.59e-06	0.414337
1.5902e-06	0.414078
1.5904e-06	0.413819
1.5906e-06	0.41356
1.5908e-06	0.413301
1.591e-06	0.413042
1.5912e-06	0.412783
1.5914e-06	0.412524
1.5916e-06	0.412265
1.5918e-06	0.412006
1.592e-06	0.411748
1.5922e-06	0.411489
1.5924e-06	0.41123
1.5926e-06	0.410971
1.5928e-06	0.410713
1.593e-06	0.410454
1.5932e-06	0.410196
1.5934e-06	0.409937
1.5936e-06	0.409679
1.5938e-06	0.40942
1.594e-06	0.409162
1.5942e-06	0.408904
1.5944e-06	0.408645
1.5946e-06	0.408387
1.5948e-06	0.408129
1.595e-06	0.407871
1.5952e-06	0.407612
1.5954e-06	0.407354
1.5956e-06	0.407096
1.5958e-06	0.406838
1.596e-06	0.40658
1.5962e-06	0.406322
1.5964e-06	0.406065
1.5966e-06	0.405807
1.5968e-06	0.405549
1.597e-06	0.405291
1.5972e-06	0.405033
1.5974e-06	0.404776
1.5976e-06	0.404518
1.5978e-06	0.404261
1.598e-06	0.404003
1.5982e-06	0.403746
1.5984e-06	0.403488
1.5986e-06	0.403231
1.5988e-06	0.402973
1.599e-06	0.402716
1.5992e-06	0.402459
1.5994e-06	0.402202
1.5996e-06	0.401944
1.5998e-06	0.401687
1.6e-06	0.40143
1.6002e-06	0.401173
1.6004e-06	0.400916
1.6006e-06	0.400659
1.6008e-06	0.400402
1.601e-06	0.400146
1.6012e-06	0.399889
1.6014e-06	0.399632
1.6016e-06	0.399375
1.6018e-06	0.399119
1.602e-06	0.398862
1.6022e-06	0.398605
1.6024e-06	0.398349
1.6026e-06	0.398092
1.6028e-06	0.397836
1.603e-06	0.39758
1.6032e-06	0.397323
1.6034e-06	0.397067
1.6036e-06	0.396811
1.6038e-06	0.396555
1.604e-06	0.396298
1.6042e-06	0.396042
1.6044e-06	0.395786
1.6046e-06	0.39553
1.6048e-06	0.395274
1.605e-06	0.395019
1.6052e-06	0.394763
1.6054e-06	0.394507
1.6056e-06	0.394251
1.6058e-06	0.393995
1.606e-06	0.39374
1.6062e-06	0.393484
1.6064e-06	0.393229
1.6066e-06	0.392973
1.6068e-06	0.392718
1.607e-06	0.392462
1.6072e-06	0.392207
1.6074e-06	0.391952
1.6076e-06	0.391696
1.6078e-06	0.391441
1.608e-06	0.391186
1.6082e-06	0.390931
1.6084e-06	0.390676
1.6086e-06	0.390421
1.6088e-06	0.390166
1.609e-06	0.389911
1.6092e-06	0.389656
1.6094e-06	0.389402
1.6096e-06	0.389147
1.6098e-06	0.388892
1.61e-06	0.388638
1.6102e-06	0.388383
1.6104e-06	0.388128
1.6106e-06	0.387874
1.6108e-06	0.38762
1.611e-06	0.387365
1.6112e-06	0.387111
1.6114e-06	0.386857
1.6116e-06	0.386603
1.6118e-06	0.386348
1.612e-06	0.386094
1.6122e-06	0.38584
1.6124e-06	0.385586
1.6126e-06	0.385332
1.6128e-06	0.385079
1.613e-06	0.384825
1.6132e-06	0.384571
1.6134e-06	0.384317
1.6136e-06	0.384064
1.6138e-06	0.38381
1.614e-06	0.383556
1.6142e-06	0.383303
1.6144e-06	0.38305
1.6146e-06	0.382796
1.6148e-06	0.382543
1.615e-06	0.38229
1.6152e-06	0.382036
1.6154e-06	0.381783
1.6156e-06	0.38153
1.6158e-06	0.381277
1.616e-06	0.381024
1.6162e-06	0.380771
1.6164e-06	0.380518
1.6166e-06	0.380266
1.6168e-06	0.380013
1.617e-06	0.37976
1.6172e-06	0.379508
1.6174e-06	0.379255
1.6176e-06	0.379002
1.6178e-06	0.37875
1.618e-06	0.378498
1.6182e-06	0.378245
1.6184e-06	0.377993
1.6186e-06	0.377741
1.6188e-06	0.377489
1.619e-06	0.377237
1.6192e-06	0.376984
1.6194e-06	0.376732
1.6196e-06	0.376481
1.6198e-06	0.376229
1.62e-06	0.375977
1.6202e-06	0.375725
1.6204e-06	0.375473
1.6206e-06	0.375222
1.6208e-06	0.37497
1.621e-06	0.374719
1.6212e-06	0.374467
1.6214e-06	0.374216
1.6216e-06	0.373965
1.6218e-06	0.373713
1.622e-06	0.373462
1.6222e-06	0.373211
1.6224e-06	0.37296
1.6226e-06	0.372709
1.6228e-06	0.372458
1.623e-06	0.372207
1.6232e-06	0.371956
1.6234e-06	0.371705
1.6236e-06	0.371455
1.6238e-06	0.371204
1.624e-06	0.370953
1.6242e-06	0.370703
1.6244e-06	0.370452
1.6246e-06	0.370202
1.6248e-06	0.369952
1.625e-06	0.369701
1.6252e-06	0.369451
1.6254e-06	0.369201
1.6256e-06	0.368951
1.6258e-06	0.368701
1.626e-06	0.368451
1.6262e-06	0.368201
1.6264e-06	0.367951
1.6266e-06	0.367701
1.6268e-06	0.367452
1.627e-06	0.367202
1.6272e-06	0.366952
1.6274e-06	0.366703
1.6276e-06	0.366453
1.6278e-06	0.366204
1.628e-06	0.365955
1.6282e-06	0.365705
1.6284e-06	0.365456
1.6286e-06	0.365207
1.6288e-06	0.364958
1.629e-06	0.364709
1.6292e-06	0.36446
1.6294e-06	0.364211
1.6296e-06	0.363962
1.6298e-06	0.363714
1.63e-06	0.363465
1.6302e-06	0.363216
1.6304e-06	0.362968
1.6306e-06	0.362719
1.6308e-06	0.362471
1.631e-06	0.362223
1.6312e-06	0.361974
1.6314e-06	0.361726
1.6316e-06	0.361478
1.6318e-06	0.36123
1.632e-06	0.360982
1.6322e-06	0.360734
1.6324e-06	0.360486
1.6326e-06	0.360238
1.6328e-06	0.359991
1.633e-06	0.359743
1.6332e-06	0.359495
1.6334e-06	0.359248
1.6336e-06	0.359
1.6338e-06	0.358753
1.634e-06	0.358506
1.6342e-06	0.358258
1.6344e-06	0.358011
1.6346e-06	0.357764
1.6348e-06	0.357517
1.635e-06	0.35727
1.6352e-06	0.357023
1.6354e-06	0.356776
1.6356e-06	0.356529
1.6358e-06	0.356283
1.636e-06	0.356036
1.6362e-06	0.35579
1.6364e-06	0.355543
1.6366e-06	0.355297
1.6368e-06	0.35505
1.637e-06	0.354804
1.6372e-06	0.354558
1.6374e-06	0.354312
1.6376e-06	0.354066
1.6378e-06	0.35382
1.638e-06	0.353574
1.6382e-06	0.353328
1.6384e-06	0.353082
1.6386e-06	0.352836
1.6388e-06	0.352591
1.639e-06	0.352345
1.6392e-06	0.352099
1.6394e-06	0.351854
1.6396e-06	0.351609
1.6398e-06	0.351363
1.64e-06	0.351118
1.6402e-06	0.350873
1.6404e-06	0.350628
1.6406e-06	0.350383
1.6408e-06	0.350138
1.641e-06	0.349893
1.6412e-06	0.349648
1.6414e-06	0.349404
1.6416e-06	0.349159
1.6418e-06	0.348914
1.642e-06	0.34867
1.6422e-06	0.348426
1.6424e-06	0.348181
1.6426e-06	0.347937
1.6428e-06	0.347693
1.643e-06	0.347449
1.6432e-06	0.347205
1.6434e-06	0.346961
1.6436e-06	0.346717
1.6438e-06	0.346473
1.644e-06	0.346229
1.6442e-06	0.345985
1.6444e-06	0.345742
1.6446e-06	0.345498
1.6448e-06	0.345255
1.645e-06	0.345011
1.6452e-06	0.344768
1.6454e-06	0.344525
1.6456e-06	0.344282
1.6458e-06	0.344039
1.646e-06	0.343796
1.6462e-06	0.343553
1.6464e-06	0.34331
1.6466e-06	0.343067
1.6468e-06	0.342824
1.647e-06	0.342582
1.6472e-06	0.342339
1.6474e-06	0.342097
1.6476e-06	0.341854
1.6478e-06	0.341612
1.648e-06	0.34137
1.6482e-06	0.341127
1.6484e-06	0.340885
1.6486e-06	0.340643
1.6488e-06	0.340401
1.649e-06	0.34016
1.6492e-06	0.339918
1.6494e-06	0.339676
1.6496e-06	0.339434
1.6498e-06	0.339193
1.65e-06	0.338951
1.6502e-06	0.33871
1.6504e-06	0.338469
1.6506e-06	0.338227
1.6508e-06	0.337986
1.651e-06	0.337745
1.6512e-06	0.337504
1.6514e-06	0.337263
1.6516e-06	0.337022
1.6518e-06	0.336782
1.652e-06	0.336541
1.6522e-06	0.3363
1.6524e-06	0.33606
1.6526e-06	0.335819
1.6528e-06	0.335579
1.653e-06	0.335339
1.6532e-06	0.335098
1.6534e-06	0.334858
1.6536e-06	0.334618
1.6538e-06	0.334378
1.654e-06	0.334138
1.6542e-06	0.333898
1.6544e-06	0.333659
1.6546e-06	0.333419
1.6548e-06	0.333179
1.655e-06	0.33294
1.6552e-06	0.332701
1.6554e-06	0.332461
1.6556e-06	0.332222
1.6558e-06	0.331983
1.656e-06	0.331744
1.6562e-06	0.331505
1.6564e-06	0.331266
1.6566e-06	0.331027
1.6568e-06	0.330788
1.657e-06	0.330549
1.6572e-06	0.330311
1.6574e-06	0.330072
1.6576e-06	0.329834
1.6578e-06	0.329595
1.658e-06	0.329357
1.6582e-06	0.329119
1.6584e-06	0.328881
1.6586e-06	0.328643
1.6588e-06	0.328405
1.659e-06	0.328167
1.6592e-06	0.327929
1.6594e-06	0.327691
1.6596e-06	0.327454
1.6598e-06	0.327216
1.66e-06	0.326979
1.6602e-06	0.326741
1.6604e-06	0.326504
1.6606e-06	0.326267
1.6608e-06	0.32603
1.661e-06	0.325793
1.6612e-06	0.325556
1.6614e-06	0.325319
1.6616e-06	0.325082
1.6618e-06	0.324845
1.662e-06	0.324609
1.6622e-06	0.324372
1.6624e-06	0.324136
1.6626e-06	0.323899
1.6628e-06	0.323663
1.663e-06	0.323427
1.6632e-06	0.323191
1.6634e-06	0.322955
1.6636e-06	0.322719
1.6638e-06	0.322483
1.664e-06	0.322247
1.6642e-06	0.322011
1.6644e-06	0.321776
1.6646e-06	0.32154
1.6648e-06	0.321305
1.665e-06	0.32107
1.6652e-06	0.320834
1.6654e-06	0.320599
1.6656e-06	0.320364
1.6658e-06	0.320129
1.666e-06	0.319894
1.6662e-06	0.319659
1.6664e-06	0.319424
1.6666e-06	0.31919
1.6668e-06	0.318955
1.667e-06	0.318721
1.6672e-06	0.318486
1.6674e-06	0.318252
1.6676e-06	0.318018
1.6678e-06	0.317784
1.668e-06	0.317549
1.6682e-06	0.317316
1.6684e-06	0.317082
1.6686e-06	0.316848
1.6688e-06	0.316614
1.669e-06	0.31638
1.6692e-06	0.316147
1.6694e-06	0.315913
1.6696e-06	0.31568
1.6698e-06	0.315447
1.67e-06	0.315214
1.6702e-06	0.314981
1.6704e-06	0.314748
1.6706e-06	0.314515
1.6708e-06	0.314282
1.671e-06	0.314049
1.6712e-06	0.313816
1.6714e-06	0.313584
1.6716e-06	0.313351
1.6718e-06	0.313119
1.672e-06	0.312887
1.6722e-06	0.312654
1.6724e-06	0.312422
1.6726e-06	0.31219
1.6728e-06	0.311958
1.673e-06	0.311726
1.6732e-06	0.311495
1.6734e-06	0.311263
1.6736e-06	0.311031
1.6738e-06	0.3108
1.674e-06	0.310568
1.6742e-06	0.310337
1.6744e-06	0.310106
1.6746e-06	0.309875
1.6748e-06	0.309644
1.675e-06	0.309413
1.6752e-06	0.309182
1.6754e-06	0.308951
1.6756e-06	0.30872
1.6758e-06	0.30849
1.676e-06	0.308259
1.6762e-06	0.308029
1.6764e-06	0.307798
1.6766e-06	0.307568
1.6768e-06	0.307338
1.677e-06	0.307108
1.6772e-06	0.306878
1.6774e-06	0.306648
1.6776e-06	0.306418
1.6778e-06	0.306189
1.678e-06	0.305959
1.6782e-06	0.305729
1.6784e-06	0.3055
1.6786e-06	0.305271
1.6788e-06	0.305041
1.679e-06	0.304812
1.6792e-06	0.304583
1.6794e-06	0.304354
1.6796e-06	0.304125
1.6798e-06	0.303897
1.68e-06	0.303668
1.6802e-06	0.303439
1.6804e-06	0.303211
1.6806e-06	0.302982
1.6808e-06	0.302754
1.681e-06	0.302526
1.6812e-06	0.302298
1.6814e-06	0.30207
1.6816e-06	0.301842
1.6818e-06	0.301614
1.682e-06	0.301386
1.6822e-06	0.301158
1.6824e-06	0.300931
1.6826e-06	0.300703
1.6828e-06	0.300476
1.683e-06	0.300249
1.6832e-06	0.300021
1.6834e-06	0.299794
1.6836e-06	0.299567
1.6838e-06	0.29934
1.684e-06	0.299113
1.6842e-06	0.298887
1.6844e-06	0.29866
1.6846e-06	0.298434
1.6848e-06	0.298207
1.685e-06	0.297981
1.6852e-06	0.297754
1.6854e-06	0.297528
1.6856e-06	0.297302
1.6858e-06	0.297076
1.686e-06	0.29685
1.6862e-06	0.296625
1.6864e-06	0.296399
1.6866e-06	0.296173
1.6868e-06	0.295948
1.687e-06	0.295722
1.6872e-06	0.295497
1.6874e-06	0.295272
1.6876e-06	0.295047
1.6878e-06	0.294822
1.688e-06	0.294597
1.6882e-06	0.294372
1.6884e-06	0.294147
1.6886e-06	0.293922
1.6888e-06	0.293698
1.689e-06	0.293473
1.6892e-06	0.293249
1.6894e-06	0.293025
1.6896e-06	0.292801
1.6898e-06	0.292576
1.69e-06	0.292352
1.6902e-06	0.292129
1.6904e-06	0.291905
1.6906e-06	0.291681
1.6908e-06	0.291457
1.691e-06	0.291234
1.6912e-06	0.291011
1.6914e-06	0.290787
1.6916e-06	0.290564
1.6918e-06	0.290341
1.692e-06	0.290118
1.6922e-06	0.289895
1.6924e-06	0.289672
1.6926e-06	0.289449
1.6928e-06	0.289227
1.693e-06	0.289004
1.6932e-06	0.288782
1.6934e-06	0.288559
1.6936e-06	0.288337
1.6938e-06	0.288115
1.694e-06	0.287893
1.6942e-06	0.287671
1.6944e-06	0.287449
1.6946e-06	0.287228
1.6948e-06	0.287006
1.695e-06	0.286784
1.6952e-06	0.286563
1.6954e-06	0.286341
1.6956e-06	0.28612
1.6958e-06	0.285899
1.696e-06	0.285678
1.6962e-06	0.285457
1.6964e-06	0.285236
1.6966e-06	0.285015
1.6968e-06	0.284795
1.697e-06	0.284574
1.6972e-06	0.284354
1.6974e-06	0.284133
1.6976e-06	0.283913
1.6978e-06	0.283693
1.698e-06	0.283473
1.6982e-06	0.283253
1.6984e-06	0.283033
1.6986e-06	0.282813
1.6988e-06	0.282593
1.699e-06	0.282374
1.6992e-06	0.282154
1.6994e-06	0.281935
1.6996e-06	0.281716
1.6998e-06	0.281496
1.7e-06	0.281277
1.7002e-06	0.281058
1.7004e-06	0.280839
1.7006e-06	0.280621
1.7008e-06	0.280402
1.701e-06	0.280183
1.7012e-06	0.279965
1.7014e-06	0.279746
1.7016e-06	0.279528
1.7018e-06	0.27931
1.702e-06	0.279092
1.7022e-06	0.278874
1.7024e-06	0.278656
1.7026e-06	0.278438
1.7028e-06	0.278221
1.703e-06	0.278003
1.7032e-06	0.277785
1.7034e-06	0.277568
1.7036e-06	0.277351
1.7038e-06	0.277134
1.704e-06	0.276917
1.7042e-06	0.2767
1.7044e-06	0.276483
1.7046e-06	0.276266
1.7048e-06	0.276049
1.705e-06	0.275833
1.7052e-06	0.275616
1.7054e-06	0.2754
1.7056e-06	0.275183
1.7058e-06	0.274967
1.706e-06	0.274751
1.7062e-06	0.274535
1.7064e-06	0.274319
1.7066e-06	0.274104
1.7068e-06	0.273888
1.707e-06	0.273672
1.7072e-06	0.273457
1.7074e-06	0.273242
1.7076e-06	0.273026
1.7078e-06	0.272811
1.708e-06	0.272596
1.7082e-06	0.272381
1.7084e-06	0.272166
1.7086e-06	0.271951
1.7088e-06	0.271737
1.709e-06	0.271522
1.7092e-06	0.271308
1.7094e-06	0.271094
1.7096e-06	0.270879
1.7098e-06	0.270665
1.71e-06	0.270451
1.7102e-06	0.270237
1.7104e-06	0.270023
1.7106e-06	0.26981
1.7108e-06	0.269596
1.711e-06	0.269382
1.7112e-06	0.269169
1.7114e-06	0.268956
1.7116e-06	0.268743
1.7118e-06	0.268529
1.712e-06	0.268316
1.7122e-06	0.268104
1.7124e-06	0.267891
1.7126e-06	0.267678
1.7128e-06	0.267465
1.713e-06	0.267253
1.7132e-06	0.267041
1.7134e-06	0.266828
1.7136e-06	0.266616
1.7138e-06	0.266404
1.714e-06	0.266192
1.7142e-06	0.26598
1.7144e-06	0.265768
1.7146e-06	0.265557
1.7148e-06	0.265345
1.715e-06	0.265134
1.7152e-06	0.264922
1.7154e-06	0.264711
1.7156e-06	0.2645
1.7158e-06	0.264289
1.716e-06	0.264078
1.7162e-06	0.263867
1.7164e-06	0.263657
1.7166e-06	0.263446
1.7168e-06	0.263235
1.717e-06	0.263025
1.7172e-06	0.262815
1.7174e-06	0.262604
1.7176e-06	0.262394
1.7178e-06	0.262184
1.718e-06	0.261975
1.7182e-06	0.261765
1.7184e-06	0.261555
1.7186e-06	0.261345
1.7188e-06	0.261136
1.719e-06	0.260927
1.7192e-06	0.260717
1.7194e-06	0.260508
1.7196e-06	0.260299
1.7198e-06	0.26009
1.72e-06	0.259881
1.7202e-06	0.259673
1.7204e-06	0.259464
1.7206e-06	0.259256
1.7208e-06	0.259047
1.721e-06	0.258839
1.7212e-06	0.258631
1.7214e-06	0.258423
1.7216e-06	0.258215
1.7218e-06	0.258007
1.722e-06	0.257799
1.7222e-06	0.257591
1.7224e-06	0.257384
1.7226e-06	0.257176
1.7228e-06	0.256969
1.723e-06	0.256762
1.7232e-06	0.256554
1.7234e-06	0.256347
1.7236e-06	0.25614
1.7238e-06	0.255934
1.724e-06	0.255727
1.7242e-06	0.25552
1.7244e-06	0.255314
1.7246e-06	0.255107
1.7248e-06	0.254901
1.725e-06	0.254695
1.7252e-06	0.254489
1.7254e-06	0.254283
1.7256e-06	0.254077
1.7258e-06	0.253871
1.726e-06	0.253666
1.7262e-06	0.25346
1.7264e-06	0.253255
1.7266e-06	0.253049
1.7268e-06	0.252844
1.727e-06	0.252639
1.7272e-06	0.252434
1.7274e-06	0.252229
1.7276e-06	0.252024
1.7278e-06	0.251819
1.728e-06	0.251615
1.7282e-06	0.25141
1.7284e-06	0.251206
1.7286e-06	0.251002
1.7288e-06	0.250797
1.729e-06	0.250593
1.7292e-06	0.250389
1.7294e-06	0.250186
1.7296e-06	0.249982
1.7298e-06	0.249778
1.73e-06	0.249575
1.7302e-06	0.249371
1.7304e-06	0.249168
1.7306e-06	0.248965
1.7308e-06	0.248762
1.731e-06	0.248559
1.7312e-06	0.248356
1.7314e-06	0.248153
1.7316e-06	0.24795
1.7318e-06	0.247748
1.732e-06	0.247545
1.7322e-06	0.247343
1.7324e-06	0.247141
1.7326e-06	0.246939
1.7328e-06	0.246737
1.733e-06	0.246535
1.7332e-06	0.246333
1.7334e-06	0.246131
1.7336e-06	0.24593
1.7338e-06	0.245728
1.734e-06	0.245527
1.7342e-06	0.245326
1.7344e-06	0.245125
1.7346e-06	0.244924
1.7348e-06	0.244723
1.735e-06	0.244522
1.7352e-06	0.244321
1.7354e-06	0.24412
1.7356e-06	0.24392
1.7358e-06	0.24372
1.736e-06	0.243519
1.7362e-06	0.243319
1.7364e-06	0.243119
1.7366e-06	0.242919
1.7368e-06	0.242719
1.737e-06	0.24252
1.7372e-06	0.24232
1.7374e-06	0.24212
1.7376e-06	0.241921
1.7378e-06	0.241722
1.738e-06	0.241522
1.7382e-06	0.241323
1.7384e-06	0.241124
1.7386e-06	0.240926
1.7388e-06	0.240727
1.739e-06	0.240528
1.7392e-06	0.24033
1.7394e-06	0.240131
1.7396e-06	0.239933
1.7398e-06	0.239735
1.74e-06	0.239536
1.7402e-06	0.239339
1.7404e-06	0.239141
1.7406e-06	0.238943
1.7408e-06	0.238745
1.741e-06	0.238548
1.7412e-06	0.23835
1.7414e-06	0.238153
1.7416e-06	0.237956
1.7418e-06	0.237758
1.742e-06	0.237561
1.7422e-06	0.237365
1.7424e-06	0.237168
1.7426e-06	0.236971
1.7428e-06	0.236774
1.743e-06	0.236578
1.7432e-06	0.236382
1.7434e-06	0.236185
1.7436e-06	0.235989
1.7438e-06	0.235793
1.744e-06	0.235597
1.7442e-06	0.235402
1.7444e-06	0.235206
1.7446e-06	0.23501
1.7448e-06	0.234815
1.745e-06	0.234619
1.7452e-06	0.234424
1.7454e-06	0.234229
1.7456e-06	0.234034
1.7458e-06	0.233839
1.746e-06	0.233644
1.7462e-06	0.233449
1.7464e-06	0.233255
1.7466e-06	0.23306
1.7468e-06	0.232866
1.747e-06	0.232672
1.7472e-06	0.232478
1.7474e-06	0.232284
1.7476e-06	0.23209
1.7478e-06	0.231896
1.748e-06	0.231702
1.7482e-06	0.231508
1.7484e-06	0.231315
1.7486e-06	0.231122
1.7488e-06	0.230928
1.749e-06	0.230735
1.7492e-06	0.230542
1.7494e-06	0.230349
1.7496e-06	0.230156
1.7498e-06	0.229964
1.75e-06	0.229771
1.7502e-06	0.229578
1.7504e-06	0.229386
1.7506e-06	0.229194
